codigo,nombre_es,nombre_en,descripcion_en,simbolo,factor_conversion,nivel_categoria,categoria_es,estado
INK,pulgada cuadrada,square inch,,in²,"6,451 6 x 10⁻⁴ m²",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
INQ,pulgada cúbica,cubic inch,Synonym: inch cubed,in³,"16,387 064 x 10⁻⁶ m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
IP,,insurance policy,,,,3.9,Informativa - varias,Eliminado de la Rec. 20
ISD,,international sugar degree,"A unit of measure defining the sugar content of a solution, expressed in degrees.",,,3.5,Informativa - unidades específicas de industria,Vigente
IT,,count per centimetre,,,,3.9,Informativa - varias,Eliminado de la Rec. 20
IU,,inch per second,,in/s,"0,025 4 m/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
IUG,,international unit per gram,A unit of count defining the number of international units per gram.,,,3.7,Informativa - enteros / números / razones,Vigente
IV,,inch per second squared,,in/s²,"0,025 4 m/s²",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J10,,percent per millimetre,"A unit of proportion, equal to 0.01, in relation to a millimetre.",%/mm,10 m⁻¹,3.7,Informativa - enteros / números / razones,Vigente
J12,,per mille per psi,A unit of pressure equal to one thousandth of a psi (pound-force per square inch).,‰/psi,"1,450 377 x 10⁻⁷ Pa⁻¹",3.7,Informativa - enteros / números / razones,Vigente
J13,,degree API,A unit of relative density as a measure of how heavy or light a petroleum liquid is compared to water (API: American Petroleum Institute).,°API,,3.5,Informativa - unidades específicas de industria,Vigente
J14,,degree Baume (origin scale),A traditional unit of relative density for liquids. Named after Antoine Baumé.,°Bé,,3.5,Informativa - unidades específicas de industria,Vigente
J15,,degree Baume (US heavy),A unit of relative density for liquids heavier than water.,°Bé (US heavy),,3.5,Informativa - unidades específicas de industria,Vigente
J16,,degree Baume (US light),A unit of relative density for liquids lighter than water.,°Bé (US light),,3.5,Informativa - unidades específicas de industria,Vigente
J17,,degree Balling,"A unit of density as a measure of sugar content, especially of beer wort. Named after Karl Balling.",°Balling,,3.5,Informativa - unidades específicas de industria,Vigente
J18,,degree Brix,A unit of proportion used in measuring the dissolved sugar-to-water mass ratio of a liquid. Named after Adolf Brix.,°Bx,,3.5,Informativa - unidades específicas de industria,Vigente
J19,,degree Fahrenheit hour square foot per British thermal unit (thermochemical),,°F·h·ft²/Btuth,"0,176 228 m² x K/W",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J2,,joule per kilogram,,J/kg,J/kg,1,Normativa (SI),Vigente
J20,,degree Fahrenheit per kelvin,,°F/K,"0,555 555 6",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J21,,degree Fahrenheit per bar,,°F/bar,"0,555 555 6 x 10⁻⁵ K/Pa",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J22,,degree Fahrenheit hour square foot per British thermal unit (international table),,°F·h·ft²/BtuIT,"0,176 110 2 m² x K/W",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J23,,degree Fahrenheit per hour,,°F/h,"1,543 210 x 10⁻⁴ K/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J24,,degree Fahrenheit per minute,,°F/min,"9,259 259 x 10⁻³  K/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J25,,degree Fahrenheit per second,,°F/s,"0,555 555 6 K/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J26,,reciprocal degree Fahrenheit,,1/°F,"1,8 1/K",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J27,,degree Oechsle,"A unit of density as a measure of sugar content of must, the unfermented liqueur from which wine is made. Named after Ferdinand Oechsle.",°Oechsle,,3.5,Informativa - unidades específicas de industria,Vigente
J28,,degree Rankine per hour,,°R/h,"1,543 210 x 10⁻⁴ K/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J29,,degree Rankine per minute,,°R/min,"9,259 259 x 10⁻³  K/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J30,,degree Rankine per second,,°R/s,"0,555 555 6 K/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J31,,degree Twaddell,A unit of density for liquids that are heavier than water.  1 degree Twaddle represents a difference in specific gravity of 0.005.,°Tw,,3.5,Informativa - unidades específicas de industria,Vigente
J32,,micropoise,,µP,10⁻⁶ Pa x s,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J33,,microgram per kilogram,,µg/kg,10⁻⁹,1S,Normativa - múltiplos estándar,Vigente
J34,,microgram per cubic metre kelvin,,(µg/m³)/K,10⁻⁹ (kg/m³)/K,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J35,,microgram per cubic metre bar,,(µg/m³)/bar,10⁻¹⁴ (kg/m³)/Pa,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J36,,microlitre per litre,,µl/l,10⁻⁶,1S,Normativa - múltiplos estándar,Vigente
J38,,baud,A unit of signal transmission speed equal to one signalling event per second.,Bd,,3.6,Informativa - unidades de tecnología de la información,Vigente
J39,,British thermal unit (mean),,Btu,"1,055 87 x 10³ J",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J40,,British thermal unit (international table) foot per hour square foot degree Fahrenheit,,BtuIT·ft/(h·ft²·°F),"1,730 735 W/(m x K)",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J41,,British thermal unit (international table) inch per hour square foot degree Fahrenheit,,BtuIT·in/(h·ft²·°F),"0,144 227 9 W/(m x K)",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J42,,British thermal unit (international table) inch per second square foot degree Fahrenheit,,BtuIT·in/(s·ft²·°F),"5,192 204 x 10² W/(m x K)",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J43,,British thermal unit (international table) per pound degree Fahrenheit,,BtuIT/(lb·°F),"4,186 8 x 10³ J/(kg x K)",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J44,,British thermal unit (international table) per minute,,BtuIT/min,"17,584 266 W",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J45,,British thermal unit (international table) per second,,BtuIT/s,"1,055 056 x 10³ W",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J46,,British thermal unit (thermochemical) foot per hour square foot degree Fahrenheit,,Btuth·ft/(h·ft²·°F),"1,729 577 W/(m x K)",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J47,,British thermal unit (thermochemical) per hour,,Btuth/h,"0,292 875 1 W",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J48,,British thermal unit (thermochemical) inch per hour square foot degree Fahrenheit,,Btuth·in/(h·ft²·°F),"0,144 131 4 W/(m x K)",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J49,,British thermal unit (thermochemical) inch per second square foot degree Fahrenheit,,Btuth·in/(s·ft²·°F),"5,188 732 x 10² W/(m x K)",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J50,,British thermal unit (thermochemical) per pound degree Fahrenheit,,Btuth/(lb·°F),"4,184 x 10³ J/(kg x K)",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J51,,British thermal unit (thermochemical) per minute,,Btuth/min,"17,572 50 W",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J52,,British thermal unit (thermochemical) per second,,Btuth/s,"1,054 350 x 10³ W",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J53,,coulomb square metre per kilogram,,C·m²/kg,C x m²/kg,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J54,,megabaud,A unit of signal transmission speed equal to 10⁶ (1000000) signaling events per second.,MBd,10⁶ Bd,3.6,Informativa - unidades de tecnología de la información,Vigente
J55,,watt second,,W·s,W x s,1S,Normativa - múltiplos estándar,Vigente
J56,,bar per bar,,bar/bar,1,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J57,,barrel (UK petroleum),,bbl (UK liq.),"0,159 113 15 m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J58,,barrel (UK petroleum) per minute,,bbl (UK liq.)/min,"2,651 886 m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J59,,barrel (UK petroleum) per day,,bbl (UK liq.)/d,"1,841 587 4 x 10⁻⁶ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J60,,barrel (UK petroleum) per hour,,bbl (UK liq.)/h,"4,419 810 x 10⁻⁵ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J61,,barrel (UK petroleum) per second,,bbl (UK liq.)/s,"0,159 113 15 m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J62,,barrel (US petroleum) per hour,,bbl (US)/h,"4,416 314 x 10⁻⁵ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J63,,barrel (US petroleum) per second,,bbl (US)/s,"0,158 987 3 m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J64,,bushel (UK) per day,,bu (UK)/d,"4,209 343 x 10⁻⁷ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J65,,bushel (UK) per hour,,bu (UK)/h,"1,010 242 x 10⁻⁵ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J66,,bushel (UK) per minute,,bu (UK)/min,"6,061 453 x 10⁻⁴ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J67,,bushel (UK) per second,,bu (UK)/s,"3,636 872 x 10⁻² m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J68,,bushel (US dry) per day,,bu (US dry)/d,"4,078 596 x 10⁻⁷ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J69,,bushel (US dry) per hour,,bu (US dry)/h,"9,788 631 x 10⁻⁶ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J70,,bushel (US dry) per minute,,bu (US dry)/min,"5,873 178 x 10⁻⁴ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J71,,bushel (US dry) per second,,bu (US dry)/s,"3,523 907 x 10⁻² m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J72,,centinewton metre,,cN·m,10⁻² N x m,1S,Normativa - múltiplos estándar,Vigente
J73,,centipoise per kelvin,,cP/K,10⁻³  Pa x s/K,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J74,,centipoise per bar,,cP/bar,10⁻⁸ s,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J75,,calorie (mean),,cal,"4,190 02 J",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J76,,calorie (international table) per gram degree Celsius,,calIT/(g·°C),"4,186 8 x 10³ J/(kg x K)",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J78,,calorie (thermochemical) per centimetre second degree Celsius,,calth/(cm·s·°C),"4,184 x 10² W/(m x K)",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J79,,calorie (thermochemical) per gram degree Celsius,,calth/(g·°C),"4,184 x 10³ J/(kg x K)",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J81,,calorie (thermochemical) per minute,,calth/min,"6,973 333 x 10⁻² W",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J82,,calorie (thermochemical) per second,,calth/s,"4,184 W",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J83,,clo,,clo,"0,155 m² x K/W",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J84,,centimetre per second kelvin,,(cm/s)/K,10⁻² (m/s)/K,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J85,,centimetre per second bar,,(cm/s)/bar,10⁻⁷ (m/s)/Pa,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J87,,cubic centimetre per cubic metre,,cm³/m³,10⁻⁶,1S,Normativa - múltiplos estándar,Vigente
J89,,centimetre of mercury,,cm Hg,"1,333 224 x 10³ Pa",2,"Equivalente normativa (no SI: UK, US, etc.)",Obsoleto (deprecated)
J90,,cubic decimetre per day,,dm³/d,"1,157 41 x 10⁻⁸ m³/s",1S,Normativa - múltiplos estándar,Vigente
J91,,cubic decimetre per cubic metre,,dm³/m³,10⁻³,1S,Normativa - múltiplos estándar,Vigente
J92,,cubic decimetre per minute,,dm³/min,"1,666 67 x 10⁻⁵ m³/s",1S,Normativa - múltiplos estándar,Vigente
J93,,cubic decimetre per second,,dm³/s,10⁻³ m³/s,1S,Normativa - múltiplos estándar,Vigente
J94,,dyne centimetre,,dyn·cm,10⁻⁷ N x m,2,"Equivalente normativa (no SI: UK, US, etc.)",Obsoleto (deprecated)
J95,,ounce (UK fluid) per day,,fl oz (UK)/d,"3,288 549 x 10⁻¹⁰ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J96,,ounce (UK fluid) per hour,,fl oz (UK)/h,"7,892 517 x 10⁻⁹ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J97,,ounce (UK fluid) per minute,,fl oz (UK)/min,"4,735 51 x 10⁻⁷ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J98,,ounce (UK fluid) per second,,fl oz (UK)/s,"2,841 306 x 10⁻⁵ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
J99,,ounce (US fluid) per day,,fl oz (US)/d,"3,422 862 x 10⁻¹⁰ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
JB,,jumbo,,,,3.4,Informativa - unidades de envío y transporte,Eliminado de la Rec. 20
JE,,joule per kelvin,,J/K,J/K,1,Normativa (SI),Vigente
JG,,jug,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",,,3.3,Informativa - unidades de embalaje,Eliminado de la Rec. 20
JK,,megajoule per kilogram,,MJ/kg,10⁶ J/kg,1S,Normativa - múltiplos estándar,Vigente
JM,,megajoule per cubic metre,,MJ/m³,10⁶ J/m³,1M,Normativa - múltiplos de uso común,Vigente
JNT,,pipeline joint,A count of the number of pipeline joints.,,,3.5,Informativa - unidades específicas de industria,Vigente
JO,,joint,,,,3.9,Informativa - varias,Eliminado de la Rec. 20
JOU,julio,joule,,J,J,1,Normativa (SI),Vigente
JPS,,hundred metre,A unit of count defining the number of 100 metre lengths.,,,3.1,Informativa - unidades base calificadas (niveles 1 y 2),Vigente
JR,jarra,jar,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",,,3.3,Informativa - unidades de embalaje,Eliminado de la Rec. 20
JWL,,number of jewels,A unit of count defining the number of jewels (jewel: precious stone).,,,3.7,Informativa - enteros / números / razones,Vigente
K1,,kilowatt demand,A unit of measure defining the power load measured at predetermined intervals.,,,3.5,Informativa - unidades específicas de industria,Vigente
K10,,ounce (US fluid) per hour,,fl oz (US)/h,"8,214 869 x 10⁻⁹ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K11,,ounce (US fluid) per minute,,fl oz (US)/min,"4,928 922 x 10⁻⁷ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K12,,ounce (US fluid) per second,,fl oz (US)/s,"2,957 353 x 10⁻⁵ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K13,,foot per degree Fahrenheit,,ft/°F,"0,548 64 m/K",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K14,,foot per hour,,ft/h,"8,466 667 x 10⁻⁵m/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K15,,foot pound-force per hour,,ft·lbf/h,"3,766 161 x 10⁻⁴ W",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K16,,foot pound-force per minute,,ft·lbf/min,"2,259 697 x 10⁻² W",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K17,,foot per psi,,ft/psi,"4,420 750 x 10⁻⁵ m/Pa",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K18,,foot per second degree Fahrenheit,,(ft/s)/°F,"0,548 64  (m/s)/K",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K19,,foot per second psi,,(ft/s)/psi,"4,420 750 x 10⁻⁵ (m/s)/Pa",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K2,,kilovolt ampere reactive demand,A unit of measure defining the reactive power demand equal to one kilovolt ampere of reactive power.,,,3.5,Informativa - unidades específicas de industria,Vigente
K20,,reciprocal cubic foot,,1/ft³,"35,314 66 m⁻³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K21,,cubic foot per degree Fahrenheit,,ft³/°F,"5,097 033 x 10⁻² m³/K",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K22,,cubic foot per day,,ft³/d,"3,277 413 x 10⁻⁷ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K23,,cubic foot per psi,,ft³/psi,"4,107 012 x 10⁻⁶ m³/Pa",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K24,,foot of water,,ft H₂O,"2,989 067 x 10³  Pa",2,"Equivalente normativa (no SI: UK, US, etc.)",Obsoleto (deprecated)
K25,,foot of mercury,,ft Hg,"4,063 666 x 10⁴ Pa",2,"Equivalente normativa (no SI: UK, US, etc.)",Obsoleto (deprecated)
K26,,gallon (UK) per day,,gal (UK)/d,"5,261 678 x 10⁻⁸ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K27,,gallon (UK) per hour,,gal (UK)/h,"1,262 803 x 10⁻⁶ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K28,,gallon (UK) per second,,gal (UK)/s,"4,546 09 x 10⁻³ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K3,,kilovolt ampere reactive hour,A unit of measure defining the accumulated reactive energy equal to one kilovolt ampere of reactive power per hour.,kvar·h,,3.5,Informativa - unidades específicas de industria,Vigente
K30,,gallon (US liquid) per second,,gal (US liq.)/s,"3,785 412 x 10⁻³ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K31,,gram-force per square centimetre,,gf/cm²,"98,066 5 Pa",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K32,,gill (UK) per day,,gi (UK)/d,"1,644 274 x 10⁻⁵ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K33,,gill (UK) per hour,,gi (UK)/h,"3,946 258 x 10⁻⁸ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K34,,gill (UK) per minute,,gi (UK)/min,"0,023 677 55 m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K35,,gill (UK) per second,,gi (UK)/s,"1,420 653 x 10⁻⁴ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K36,,gill (US) per day,,gi (US)/d,"1,369 145 x 10⁻⁹ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K37,,gill (US) per hour,,gi (US)/h,"3,285 947 x 10⁻⁸ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K38,,gill (US) per minute,,gi (US)/min,"1,971 568 x 10⁻⁶ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K39,,gill (US) per second,,gi (US)/s,"1,182 941 x 10⁻⁴ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K40,,standard acceleration of free fall,,gn,"9,806 65 m/s²",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K41,,grain per gallon (US),,gr/gal (US),"1,711 806 x 10⁻² kg/m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K42,,horsepower (boiler),,boiler hp,"9,809 50 x 10³ W",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K43,,horsepower (electric),,electric hp,746 W,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K45,,inch per degree Fahrenheit,,in/°F,"4,572 x 10⁻² m/K",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K46,,inch per psi,,in/psi,"3,683 959 x 10⁻⁶ m/Pa",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K47,,inch per second degree Fahrenheit,,(in/s)/°F,"4,572 x 10⁻² (m/s)/K",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K48,,inch per second psi,,(in/s)/psi,"3,683 959 x 10⁻⁶ (m/s)/Pa",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K49,,reciprocal cubic inch,,1/in³,"6,102 375 9 x 10⁴ m⁻³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K5,,kilovolt ampere (reactive),Use kilovar (common code KVR),kvar,10³ V x A,1S,Normativa - múltiplos estándar,Obsoleto (deprecated)
K50,,kilobaud,A unit of signal transmission speed equal to 10³ (1000) signaling events per second.,kBd,10³ Bd,3.6,Informativa - unidades de tecnología de la información,Vigente
K51,,kilocalorie (mean),,kcal,"4,190 02 x 10³ J",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K52,,kilocalorie (international table) per hour metre degree Celsius,,kcal/(m·h·°C),"1,163 J/(m x s x K)",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K53,,kilocalorie (thermochemical),,kcalth,"4,184 x 10³ J",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K54,,kilocalorie (thermochemical) per minute,,kcalth/min,"69,733 33 W",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K55,,kilocalorie (thermochemical) per second,,kcalth/s,"4,184 x 10³ W",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K58,,kilomole per hour,,kmol/h,"2,777 78 x 10⁻¹ mol/s",1S,Normativa - múltiplos estándar,Vigente
K59,,kilomole per cubic metre kelvin,,(kmol/m³)/K,10³ (mol/m³)/K,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K6,kilolitro,kilolitre,,kl,m³,1M,Normativa - múltiplos de uso común,Vigente
K60,,kilomole per cubic metre bar,,(kmol/m³)/bar,10⁻² (mol/m³)/Pa,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K61,,kilomole per minute,,kmol/min,"16,666 7 mol/s",1S,Normativa - múltiplos estándar,Vigente
K62,,litre per litre,,l/l,1,1S,Normativa - múltiplos estándar,Vigente
K63,,reciprocal litre,,1/l,10³ m⁻³,2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K64,,pound (avoirdupois) per degree Fahrenheit,,lb/°F,"0,816 466 3 kg/K",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K65,,pound (avoirdupois) square foot,,lb·ft²,"4,214 011 x 10⁻² kg x m²",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K66,,pound (avoirdupois) per day,,lb/d,"5,249 912 x 10⁻⁶ kg/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K67,,pound per foot hour,,lb/(ft·h),"4,133 789 x 10⁻⁴ Pa x s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K68,,pound per foot second,,lb/(ft·s),"1,488 164 Pa x s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K69,,pound (avoirdupois) per cubic foot degree Fahrenheit,,(lb/ft³)/°F,"28,833 23 (kg/m³)/K",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K70,,pound (avoirdupois) per cubic foot psi,,(lb/ft³)/psi,"2,323 282 x 10⁻³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K71,,pound (avoirdupois) per gallon (UK),,lb/gal (UK),"99,776 37 kg/m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K73,,pound (avoirdupois) per hour degree Fahrenheit,,(lb/h)/°F,"2,267 962 x 10⁻⁴ (kg/s)/K",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K74,,pound (avoirdupois) per hour psi,,(lb/h)/psi,"1,827 445 x 10⁻⁸ (kg/s)/Pa",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K75,,pound (avoirdupois) per cubic inch degree Fahrenheit,,(lb/in³)/°F,"4,982 384 x 10⁴ (kg/m³)/K",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K76,,pound (avoirdupois) per cubic inch psi,,(lb/in³)/psi,"4,014 632 (kg/m³)/Pa",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K77,,pound (avoirdupois) per psi,,lb/psi,"6,578 802 x 10⁻⁵ kg/Pa",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K78,,pound (avoirdupois) per minute,,lb/min,"7,559 873 x 10⁻³ kg/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K79,,pound (avoirdupois) per minute degree Fahrenheit,,lb/(min·°F),"1,360 777  x 10⁻² (kg/s)/K",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K80,,pound (avoirdupois) per minute psi,,(lb/min)/psi,"1,096 467 x 10⁻⁶ (kg/s)/Pa",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K81,,pound (avoirdupois) per second,,lb/s,"0,453 592 4 kg/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K82,,pound (avoirdupois) per second degree Fahrenheit,,(lb/s)/°F,"0,816 466 3 (kg/s)/K",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K83,,pound (avoirdupois) per second psi,,(lb/s)/psi,"6,578 802 x 10⁻⁵ (kg/s)/Pa",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K84,,pound per cubic yard,,lb/yd³,"0,593 276 4 kg/m³",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K85,,pound-force per square foot,,lbf/ft²,"47,880 26 Pa",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K86,,pound-force per square inch degree Fahrenheit,,psi/°F,"1,241 056 x 10⁴ Pa/K",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K87,,psi cubic inch per second,,psi·in³/s,"0,112 985 Pa x m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K88,,psi litre per second,,psi·l/s,"6,894 757 Pa x m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K89,,psi cubic metre per second,,psi·m³/s,"6,894 757  x 10³ Pa x m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K90,,psi cubic yard per second,,psi·yd³/s,"5,271 420 x 10³ Pa x m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K91,,pound-force second per square foot,,lbf·s/ft²,"47,880 26 Pa x s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K92,,pound-force second per square inch,,lbf·s/in²,"6,894 757  x 10³ Pa x s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K93,,reciprocal psi,,1/psi,"1,450 377 x 10⁻⁴ Pa⁻¹",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K94,,quart (UK liquid) per day,,qt (UK liq.)/d,"1,315 420 x 10⁻⁸ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K95,,quart (UK liquid) per hour,,qt (UK liq.)/h,"3,157 008 x 10⁻⁷ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K96,,quart (UK liquid) per minute,,qt (UK liq.)/min,"1,894 205 x 10⁻⁵ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
K97,,quart (UK liquid) per second,,qt (UK liq.)/s,"1,136 523 x 10⁻³ m³/s",2,"Equivalente normativa (no SI: UK, US, etc.)",Vigente
